id,prompt,enhanced_prompt
66,"Rincón de lectura con manta, chica leyendo un libro grueso, taza de té, gafas, luz de ventana de día lluvioso.","Cozy girl with natural makeup, average height, sitting cross-legged on a wool blanket in a sunlit corner of a living room, holding a thick hardcover book with one hand and a steaming ceramic mug with a handle in the other, round glasses slightly fogged from the warm room, soft oval face with freckles, wavy chestnut hair in a loose ponytail, oversized knitted gray sweater with a cable knit pattern, wooden floorboards and a white sheer curtain with raindrops visible on the glass, overcast natural light casting soft shadows, amateur iPhone photo with visible camera lens flare, slight sensor noise, slightly blurred background, rainy day atmosphere with muted grays and warm amber tones from a desk lamp, intellectual and relaxed vibe, casual and authentic Tinder photo."
67,"Barra de bar rockero, chica con chaqueta de cuero llena de parches, cerveza en mano, flequillo cortado a tijera.","Confident girl with sharp jawline and dark eyes, leaning on a neon-lit bar counter holding a frosted glass beer, wearing a black leather jacket with mismatched patches and a silver chain, jagged asymmetric haircut with some strands sticking up, eye-level mirror selfie taken with a cracked iPhone screen, dimly lit background with a jukebox and a band poster, slight sensor noise, blown-out neon highlights, uneven lighting from overhead bulbs, casual smirk, unposed posture with one hip jutting out, slightly blurred background, authentic rock bar vibe with a faint smell of whiskey in the air, worn leather jacket edges, condensation on the beer glass, gritty smartphone photo quality with a smudge on the lens."
68,"Calles del centro, chica con cámara vintage al cuello, ropa estilo ""art hoe"" (peto colorido), buscando el encuadre perfecto.","Young woman with tousled curly hair, wearing oversized rainbow patchwork overalls with frayed edges, holding a vintage Leica M10 camera around her neck, standing on a sunlit city street with a graffiti-covered brick wall in the background, slightly tilted head as she adjusts the camera lens with one hand, soft natural lighting casting shadows across her face, casual urban vibe, slightly blurred background due to shallow depth of field, amateur smartphone photo with visible sensor noise, warm golden hour tones, relaxed posture leaning against a weathered wooden bench, vintage camera's brass details catching the light, faded denim jacket draped over one shoulder, bare feet peeking from the overalls, candid and authentic Tinder photo."
69,"Terraza soleada, chica rubia con piel clara, riendo, con una sangría, apariencia turística pero integrada.","Blonde woman with fair skin, freckles on her nose, mid-20s, laughing genuinely with a slight smile showing her teeth, holding a red sangria glass with one hand, mirror selfie taken with a silver iPhone 14 Pro, soft waves of golden hair escaping a loose ponytail, pale pink lips, sun-kissed cheeks, casual linen shirt with a white collar and rolled-up sleeves, terracotta tile floor and a distant view of a Mediterranean city skyline with a clock tower, midday sunlight casting sharp shadows across her face, slight sensor noise, blown-out highlights on her hair, uneven focus on the background, relaxed posture with one leg slightly bent, summer tourist vibe with authentic imperfections, natural handheld phone photo quality."
70,"Refugio de perros, chica rodeada de cachorros, ropa cómoda y sucia de jugar, sonrisa genuina y feliz.","Casual girl with tousled brown hair in a messy bun, wearing faded blue jeans with grass stains on the knees and a white graphic tee with a dog paw print, crouched on a wooden floor surrounded by three puppies (one in her arms, another licking her cheek, a third nuzzling her leg), taking a handheld mirror selfie with a silver iPhone 14 Pro Max, natural window light casting soft shadows across her face, visible sensor noise, slightly over-sharpened edges, warm golden hour glow through a mesh curtain, genuine laughter lines around her eyes, muddy boots at her feet, a dog crate and tennis balls in the background, soft focus on the puppies' fur, relaxed posture with one knee bent and arms open, casual and authentic Tinder photo."
71,"Sofá, chica con manta de friki, bol de palomitas, camiseta de ""Winter is Coming"", cara de emoción viendo la TV.","Cute girl with freckles, petite frame, sitting cross-legged on a worn-out velvet couch wrapped in a pixelated ""Game of Thrones"" dragon blanket, holding a red popcorn bowl with a white ""Winter is Coming"" graphic t-shirt peeking out from the blanket, intense eyes focused on a glowing TV screen showing a dragon fight scene, messy dark brown hair in a high ponytail with a few strands falling over her face, warm golden-hour light from a window casting soft shadows, iPhone 14 Pro with triple camera lens visible in her left hand, slightly blurred background with a wooden coffee table and scattered books, casual unposed photo with slight motion blur from her turning toward the camera, soft focus on her face with over-sharpened edges, warm amber tones, cozy living room vibe, geeky but approachable aesthetic."
72,"Al lado de una moto deportiva, chica quitándose el casco, pelo revuelto, mono de cuero, mirada desafiante.","Confident woman with short dark hair, tousled from helmet removal, standing beside a black sport motorcycle in a gritty urban parking lot, wearing a fitted black leather biker jacket over a cropped white tank top and high-waisted jeans, one hand gripping the motorcycle handlebar, the other adjusting her helmet, defiant direct eye contact with a slight smirk, midday sunlight casting harsh shadows under her chin and across her leather, iPhone 13 Pro Max with visible camera bump and cracked screen held at waist level, blown-out highlights from the sun reflecting off the motorcycle's chrome, amateur handheld photo with slight motion blur, gritty texture from the parking lot gravel, neon graffiti on the adjacent wall, casual yet edgy street style, authentic raw energy."
73,"Playa al amanecer, chica haciendo una postura de yoga (árbol), contraluz, silueta relajada y equilibrada.","Young woman in her late 20s, casual yoga attire (flowy linen crop top, high-waisted white shorts), doing a relaxed tree pose on a sandy beach at sunrise, backlit by a golden sun creating a soft silhouette, natural wind-blown hair in a loose ponytail with a few strands escaping, holding a yoga mat with a water bottle beside her, handheld iPhone 13 photo with visible camera lens, warm golden-hour lighting casting long shadows, slightly overexposed highlights on her back, soft focus on her face with natural freckles visible, casual barefoot stance with one leg slightly bent, amateur composition with a distant palm tree and ocean waves in the background, slight sensor noise, blown-out sky highlights, and uneven focus from the phone's autofocus, peaceful and authentic summer vibe."
74,"Baño de discoteca, selfie en el espejo con morritos, ropa corta de fiesta, luz de neón rosa.","Confident woman in her late 20s, full lips slightly pouted, messy blonde hair in a high ponytail with loose strands, wearing a sequined black crop top and high-waisted red shorts with silver chains, mirror selfie taken with a silver iPhone 14 Pro Max showing three cameras, neon pink strobe lights casting harsh reflections on her face and the mirror, slight lens flare from the light, pale skin with natural freckles, smoky eye makeup with a winged liner, dark red lipstick, blurred neon signs in the background with ""CLUB"" written in glowing pink letters, over-sharpened edges, blown-out highlights on her hair, amateur phone photo quality with visible sensor noise, casual and seductive Tinder photo."
75,"Hospital (pasillo), chica con uniforme azul, tomando café de máquina, ojeras pero sonrisa dulce, aspecto cansado.","Nurse in navy-blue hospital scrubs with white apron, leaning against stainless steel counter in hospital break room holding steaming paper coffee cup, tired but warm smile showing faint dimples, dark under-eye circles visible under harsh fluorescent lights, soft brown hair in messy high ponytail, name tag ""Maria"" on chest, handheld iPhone 13 Pro with triple camera lens visible on back, slight sensor noise, blown-out highlights from overhead lights, casual posture with one hip jutting forward, coffee steam fogging lenses, faint reflection of hospital wall clock in glasses, authentic unposed photo with slight motion blur from moving hand, muted blue and white color palette with warm coffee tones, tired yet kind expression, professional yet approachable vibe."
76,"Sala de música, chica sujetando un violín, vestido elegante pero discreto, postura recta y refinada.","Young woman in her early 20s with warm olive skin, soft jawline, and dark wavy hair in a low ponytail, holding a violin at the neck with one hand while the other rests on the shoulder, standing in a relaxed but poised stance facing a grand piano in a sunlit music room, wearing a high-neck navy-blue long-sleeve dress with subtle gold threading, natural lighting from a large east-facing window casting soft shadows across her face, mirror selfie taken with a black iPhone 14 Pro Max showing the three camera lenses, slight sensor noise visible in the background, soft focus on the piano's polished surface and scattered sheet music, warm golden-hour glow filtering through sheer white curtains, casual yet refined posture, confident but unposed expression, faintly visible violin case in the foreground, authentic smartphone photo quality with minor over-sharpening artifacts, dark academia aesthetic with muted tones and intellectual atmosphere."
77,"Terraza de bar, chica riendo a carcajadas con la cabeza echada atrás, cerveza en la mesa, espontaneidad total.","Attractive young woman with natural features, mid-length wavy brown hair slightly tousled by wind, standing at a sunlit outdoor bar terrace with arms raised in mid-laugh, head thrown back with eyes closed, wearing a cropped white linen shirt and high-waisted denim shorts, holding a chilled beer bottle with one hand, iPhone 14 Pro Max visible in the other hand with three camera lenses, casual mirror selfie angle capturing her full face and the vibrant terrace background of wooden tables, string lights, and distant city skyline, golden hour sunlight casting warm highlights on her face, slight motion blur from her laughing movement, amateur phone photo quality with visible sensor noise, over-sharpened edges, and soft focus on the background, spontaneous and carefree summer night vibe, relaxed posture with one leg crossed over the other, casual and authentic Tinder photo."
78,"Salón lleno de plantas colgantes, chica regando con mimo, ropa de lino o algodón, luz natural filtrada.","Young woman in her early 20s with warm olive skin, soft jawline, and dark brown hair in a loose ponytail, crouched at waist level in a sunroom with hanging ivy plants, holding a ceramic watering can with one hand while the other gently guides water toward a cluster of orchids, linen shirt with rolled-up sleeves and high-waisted cotton trousers in pale sage, natural light filtered through sheer white curtains casting soft rectangular shadows on her arms, iPhone 13 Pro Max with visible camera array held at hip level capturing her from the waist up, slightly blurred background with blurred greenery and a wooden plant stand, soft focus on her face with a faint smile, amateur phone photo quality with visible sensor noise, slight over-sharpening around the edges, blown-out highlights on her hair and crushed shadows under her arms, casual and grounded aesthetic with earthy tones and organic textures."
79,"Atardecer en la playa, chica sentada en el techo de una furgoneta, mirando el mar, pelo al viento.","Calm girl with natural freckles, medium build, sitting cross-legged on a weathered white van roof with a faded ""Nomad"" decal, face turned toward the horizon with a soft smile, wind-blown chestnut hair framing her face, wearing a cream linen dress with a denim jacket and strappy sandals, golden hour light casting long shadows across her skin, iPhone 14 Pro Max with triple camera array visible on the van's dashboard, slightly blurred due to wind movement, warm amber tones from the sunset reflecting in her hazel eyes, beach pebbles and a half-empty water bottle on the roof behind her, casual unposed composition with a shallow depth of field, minor sensor noise and over-sharpened edges, bohemian travel aesthetic with a relaxed, sun-kissed vibe."
80,"Edificio moderno de fondo, chica vestida con ropa minimalista negra, gafas de diseño, bolso de arquitecto (tubo planos).","Young woman in her late 20s with sharp jawline and short, dark hair in a high ponytail, wearing a tailored black minimalist outfit (structured blazer with sharp lapels, high-waisted black trousers), oversized rectangular designer glasses with thin black frames, holding a flat, minimalist architect's tote bag with sleek metal hardware, standing on a modern city street with a glass-and-steel skyscraper in the background, late afternoon golden-hour lighting casting long shadows, slightly tilted handheld smartphone photo with visible finger smudge on the lens, soft sensor noise, slightly over-sharpened edges, casual confident posture with one hand adjusting her glasses, neutral expression with subtle smirk, urban professional aesthetic with muted tones of black, gray, and glass reflections, authentic smartphone photo quality with blown-out highlights on the building's windows and slightly underexposed shadows on her face."
81,"Evento de cómic, chica disfrazada de personaje de anime popular (pelo rosa/azul), pose ""kawaii"", fondo colorido.","Cute girl with natural features, petite frame, standing in a playful pose adjusting her pink wig while holding a blue anime-themed prop, eye-level mirror selfie taken with a black iPhone with three cameras, soft round face, light freckles, bright pink hair in a high ponytail with a blue streak, pastel pink and blue cosplay outfit with glitter accents, colorful convention center background with other cosplayers and neon signs, midday flash lighting creating soft shadows, amateur cellphone photo quality, slight sensor noise, uneven lighting, over-sharpened edges, blown-out highlights, casual and energetic Tinder photo."
82,"Carretera de montaña, chica con maillot de ciclismo, casco y gafas, apoyada en su bici, bronceada por el sol (""marca ciclista"").","Cute woman with natural makeup, slim athletic body, leaning on a road bike with a red performance maillot and white racing stripe, wearing a sleek black helmet with a mirrored visor and aviator sunglasses, mid-20s with sun-kissed golden tan, oval face with freckles, chestnut hair in a high ponytail with a red hair tie, mirror selfie taken with a silver iPhone 14 Pro Max showing her face and the bike's carbon frame, mountain pass background with pine trees and a blue sky, harsh midday sunlight casting sharp shadows across her face and the bike's handlebars, amateur cellphone photo quality with visible sensor noise, slightly over-sharpened edges, blown-out highlights on the helmet, casual and confident outdoor athlete vibe, subtle brand logo on the bike's frame, sweat on her forehead, wind-blown hair strands, relaxed posture with one hand on the bike's handlebar and the other in her pocket, summer mountain trail setting with a distant lake visible through the trees."
83,"Escenario de teatro o camerino, luces de espejo, chica maquillándose o ensayando, expresión dramática.","Dramatic girl with intense expression, mid-30s, olive skin, sharp cheekbones, dark wavy hair in a messy updo, holding a small mirror with a red lipstick tube visible, eye-level mirror selfie taken with a black iPhone with visible camera array, wearing a black velvet robe with gold trim, standing in a dimly lit theater dressing room with multiple full-length mirrors and a vanity table covered in makeup, harsh stage lighting casting sharp shadows across her face, amateur cellphone photo quality with visible sensor noise, blown-out highlights from mirror reflections, slightly over-sharpened edges, casual yet focused posture, theatrical makeup halfway applied, red lips and smoky eye shadow visible, dramatic lighting creating high contrast between her face and the dark room, authentic Tinder photo with a touch of glamour and intensity."
84,"Rave al aire libre, chica bailando con gafas de sol oscuras (de día), botella de agua en mano, energía inagotable.","Young woman in her late 20s with natural freckles, wearing a neon crop top and high-waisted black shorts, dark aviator sunglasses with mirrored lenses, holding a clear water bottle with a branded logo, mid-dance pose with one leg lifted and arms raised, standing in a sunlit backyard with string lights and a colorful festival tent in the background, handheld iPhone photo with visible camera array, natural late afternoon sunlight casting long shadows, slight motion blur from movement, amateur composition with off-center framing, vibrant neon colors in the tent fabric, casual confident expression with eyes closed in enjoyment, tousled blonde hair with a few strands sticking out, slightly windblown, skin with natural tan, soft jawline, small nose, and rosy cheeks, slight sensor noise, over-sharpened edges, blown-out highlights on the tent, casual and authentic Tinder photo."
85,"Despacho u oficina, chica con traje de chaqueta, brazos cruzados, mirada analítica e inteligente.","Professional woman in a tailored navy blazer with a white linen blouse, arms crossed at the chest in a confident stance, standing slightly sideways to a large floor-to-ceiling window with city skyline view outside, mid-30s age range, sharp jawline, dark brown hair in a low straight ponytail, natural makeup with subtle highlighter, iPhone 14 Pro Max with visible triple camera array held at eye level in left hand, soft morning light casting golden-hour glow through sheer curtains, slightly over-sharpened edges, blown-out window highlights, faint lens flare, modern minimalist office with sleek wooden desk and potted monstera plant in background, relaxed yet composed expression with slight upward tilt of chin, casual business attire with visible elbow of blazer sleeve, authentic smartphone photo quality with visible sensor noise and slight motion blur from handheld shot, professional yet approachable vibe, subtle power pose with weight shifted to front foot."
86,"Festival de música (césped), chica sentada con corona de flores o purpurina, vaso de festival en mano, ambiente veraniego.","Girl with freckles, medium height, sitting cross-legged on a patchy green lawn wearing a flowy cream linen dress with a floral belt, holding a clear plastic festival cup with a rainbow logo, messy blonde hair with a woven daisy crown and scattered glitter on her cheeks, golden hour sunlight casting long shadows through tall grass, visible iPhone 13 Pro Max with triple lenses in the lower frame, soft bokeh of distant festival crowds and a neon-lit stage in the background, slightly over-exposed highlights on her shoulders, natural skin texture with a few visible pores, casual smile with teeth showing, relaxed posture with one leg bent and foot tapping rhythmically, warm amber tones dominating the scene, unposed and authentic smartphone photo quality with minor sensor noise and uneven focus."
87,"Cocina harinada, chica con delantal manchado de chocolate, ofreciendo una cuchara para probar, sonrisa acogedora.","Charming girl with natural features, medium build, standing in a sunlit home kitchen with flour dusting the counter, wearing a white apron stained with dark chocolate splatters, offering a wooden spoon with a small dollop of brownie batter on it, warm smile showing dimples, soft golden hour light filtering through a window with a white curtain, casual mirror selfie taken with an iPhone 14 Pro Max, flour on her nose and cheeks, flour-dusted hands holding the spoon, wooden baking tray with chocolate chip cookies in the background, soft focus on the cookie tray, slight sensor noise, blown-out highlights on the window, warm amber tones, cozy home cook vibe, authentic and approachable Tinder photo."
88,"Calle comercial de moda, chica posando tipo ""street style"", outfit muy trendy, bolso de marca, mirando al infinito.","Fashion-forward young woman in her late 20s, lean athletic build, standing on a sunlit urban street with a slightly tilted iPhone in her right hand, cropped black leather jacket over a white oversized shirt, high-waisted black jeans with visible belt loops, chunky combat boots, silver crossbody bag with visible logo, messy dark brown hair in a half-up ponytail with a few loose strands, soft natural makeup with defined eyebrows, neutral lip balm, direct eye contact with a faint smirk, midday sunlight casting sharp shadows across her face, background includes a graffiti-covered brick wall and a blurred storefront with neon signs, slight motion blur from a handheld shot, visible sensor noise, over-sharpened edges, blown-out highlights on the bag, casual street style vibe with a touch of urban edginess, authentic smartphone photo quality."
89,"Pared de ladrillo, chica con mangas tatuadas, camiseta de grupo rock, múltiples piercings en la oreja, actitud relajada.","Chic woman with average build, standing against a weathered red brick wall in a gritty urban neighborhood, wearing a faded ""The Black Keys"" band T-shirt with rolled-up sleeves revealing intricate geometric tattoos, multiple small silver studs in both ears, casual smirk, holding a cracked iPhone with three cameras at eye level, messy dark brown hair in a half-up ponytail, warm golden hour light filtering through broken window panes casting sharp shadows across her face, slightly over-exposed highlights on her cheekbones, natural skin texture with faint freckles, relaxed posture leaning casually against the wall with one hip jutting forward, amateur cellphone photo quality with visible sensor noise and soft focus blur, graffiti-stained concrete background, laid-back indie rock vibe, authentic and unposed Tinder photo."
90,"Bosque nublado, chica con chubasquero amarillo, botas de agua, dos perros grandes con correa, ambiente otoñal.","Young woman with tousled brown hair in a messy high ponytail, wearing a bright yellow waterproof jacket and brown rubber boots, standing in a misty autumn forest with two large golden retrievers on a red leash, midday overcast lighting casting soft shadows through the trees, fallen crimson and amber leaves scattered around her feet, handheld iPhone photo with visible camera lens and fingerprint smudge, slightly blurred foreground and sharp background, natural lens flare from a shaft of light breaking through the clouds, casual smile with slightly wind-blown hair, autumnal palette of burnt orange, deep green, and muted yellow, amateur composition with uneven framing, visible sensor noise and slight color cast from the cloudy sky, relaxed posture with one hand on the leash and the other in her pocket, realistic skin texture with faint freckles, warm-toned smartphone image with slight over-sharpening artifacts."
91,"Habitación oscura solo iluminada por el monitor, primer plano de cara concentrada, auriculares con micro, reflejo del juego en las gafas.","Young man in his mid-20s, lean athletic build, intense focused expression with slightly furrowed brow, close-up mirror selfie taken with a black iPhone 14 Pro Max, dark rectangular frame visible, glasses with reflective blue screen glare showing a fast-paced game interface, black gaming hoodie with white text, finger tapping air near the screen, messy dark hair with a few strands across the forehead, dimly lit bedroom with faint blue light from the monitor casting shadows under his eyes, soft white noise from the phone's sensor, blown-out highlights on the screen reflection, slightly over-sharpened edges, late-night gaming atmosphere, casual and confident Tinder photo."
92,"Aeropuerto (zona de embarque), chica durmiendo sobre su mochila en el suelo o esperando, ropa cómoda, cartel de destino exótico.","Relaxed woman in her mid-20s with warm brown skin, standing upright with hands in pockets, wearing a faded gray hoodie and black jeans, eye-level mirror selfie taken with a silver iPhone showing three camera lenses, standing in a modern airport departure lounge with a neon ""Bali"" sign glowing in the background, soft overhead lighting casting even shadows, slightly blurred edges from handheld shooting, visible sensor noise, a small travel journal peeking from her backpack, casual confident posture, soft natural makeup, dark brown hair in a messy low ponytail, midday lighting through large windows showing a distant plane on the tarmac, slightly over-sharpened image with blown-out highlights on the sign, authentic smartphone photo quality, laid-back traveler vibe."
93,"Cafetería tranquila, chica con jersey de cuello vuelto, sosteniendo una taza con las dos manos, mirada atenta de ""te estoy escuchando"".","Calm girl with soft features, medium height, sitting at a wooden café table holding a white ceramic coffee mug with both hands, warm brown eyes locked on the camera with a gentle, attentive smile, light gray turtleneck sweater with a V-neck detail, dark brown hair in a loose low ponytail, natural freckles across her nose, soft focus from a handheld iPhone shot taken at eye level, warm golden-hour light filtering through a nearby window casting soft shadows on her face, wooden table texture visible in the foreground, a small ceramic plant and a leather-bound notebook on the table behind her, slight sensor noise, blown-out highlights on her hair, casual and approachable vibe, authentic café atmosphere."
94,"Delante de un mural de grafiti colorido, chica con tabla de skate bajo el brazo, gorra de lana, sonrisa de medio lado.","Girl with tousled dark hair in a messy high ponytail, wearing a black wool beanie tilted to one side, holding a skateboard under her left arm, standing at a slight angle facing a vibrant graffiti mural with bold geometric shapes and neon splashes of yellow, blue, and red, midday sunlight casting sharp shadows across her face and the mural, casual unposed stance with one hip slightly forward, soft focus on her half-smirking lips and eyes, visible iPhone 13 Pro Max camera lens in the lower right corner, urban street setting with cracked pavement and a faded ""Skate Park"" sign in the background, amateur smartphone photo quality with slight sensor noise, blown-out highlights on the mural, and uneven lighting from the sun filtering through nearby trees, edgy urban vibe with a touch of rebellious charm."
95,"Sofá de casa con manta, chica con ropa de estar por casa cómoda, copa de vino tinto, TV de fondo encendida.","Young woman in her mid-20s with natural freckles, wearing a loose cream-colored sweater with a V-neck, sitting cross-legged on a cream sofa with a chunky knit blanket draped over her shoulders, holding a red wine glass with one hand and a remote control in the other, mid-sip with a relaxed smile, casual eye contact with the camera, low-angle handheld iPhone photo with visible camera lens, warm ambient light from a floor lamp casting soft shadows on her face, slightly out-of-focus TV screen showing a nature documentary in the background, soft focus on the wine glass reflecting the room's glow, amateur photo with slight sensor noise and uneven lighting, cozy winter night vibe, authentic and approachable Tinder profile shot."
96,"Habitación decorada con luces de hadas, chica leyendo una carta astral o un libro de horóscopos, mirada soñadora.","Soft-focus mirror selfie of a girl with warm golden-brown skin, full lips slightly parted in a dreamy gaze, wearing a cream oversized sweater and black leggings, sitting cross-legged on a quilted bed surrounded by fairy lights strung between wooden beams, a small potted succulent on the nightstand, a steaming mug of chai tea beside a glowing laptop screen displaying a horoscope app, long dark hair cascading over one shoulder, soft natural lighting from a desk lamp and string lights casting warm amber tones, amateur iPhone photo with visible camera lens flare, slight motion blur from a slow shutter, blown-out highlights on the fairy lights, casual and mystical Tinder vibe."
97,"Evento benéfico o calle, chica con peto de voluntaria, carpeta en mano, hablando con alguien con una sonrisa amable.","Friendly woman in her late 20s with warm brown eyes and a gentle smile, wearing a simple red volunteer vest over a white t-shirt and dark jeans, holding a clipboard with a community center logo, standing in a relaxed pose mid-conversation with a man in the background, natural sunlight streaming through a tree canopy above, soft shadows on her face, slightly blurred background elements, amateur iPhone photo with visible camera lens flare, casual body language leaning slightly toward her companion, soft focus on her engaged expression, muted earthy tones in the background, approachable and genuine vibe, slight sensor noise, uneven lighting from dappled sunlight, real-world imperfections."
98,"Parque o habitación luminosa, chica haciendo un baile viral frente al móvil apoyado en algo, riendo.","Young woman in her mid-20s with warm olive skin, full lips, tousled chestnut hair in a half-up messy bun, dancing to a viral TikTok trend in a sunlit backyard, holding an iPhone with visible triple camera array, wearing a cropped white tank top and high-waisted denim shorts, laughing with genuine joy as she spins mid-air, sunlight streaming through a leafy tree canopy above, amateur phone photo with slight motion blur, blown-out highlights on her hair, soft shadows under her arms, visible sensor noise, casual unposed stance, vibrant summer palette of greens and golds, trending dance move in the foreground, phone screen faintly visible showing the live video feed, relaxed and confident Tinder photo."
99,"Librería enorme (pasillo), chica intentando alcanzar un libro de una estantería alta (de puntillas), estética adorable.","Cute girl with natural makeup, petite frame, standing on tiptoe reaching for a book on a high shelf in a cozy library aisle, handheld iPhone photo taken from slightly below eye level, soft brown hair in a loose side braid, oversized cable-knit gray sweater over a white turtleneck, dark jeans with frayed cuffs, book titled ""The Night Circus"" in her hands, wooden bookshelves with leather-bound tomes and potted ferns in the background, warm overhead lighting casting soft shadows, slightly blurred motion from her reaching gesture, minor sensor noise, slightly over-sharpened edges, soft focus on her determined yet playful expression, autumnal library vibe with muted earth tones, casual and endearing Tinder photo."
100,"Collage o imagen dinámica: chica corriendo o saltando en un entorno urbano/natural, ropa versátil, expresión de pura vitalidad.","Vital, athletic woman in her late 20s with olive skin, short dark hair in a high ponytail, wearing a light blue sports bra with black leggings and a white windbreaker, mid-jump on a gravel path surrounded by tall grass and wildflowers, iPhone 14 with visible triple camera array in her left hand, golden hour sunlight casting long shadows, slightly blurred motion blur from her leap, natural wind blowing her hair sideways, casual confident grin, amateur phone photo with visible sensor noise, uneven lighting from dappled sunlight, slightly over-sharpened edges, blown-out highlights on the grass, relaxed posture mid-air, vibrant summer energy, natural outdoor setting with distant trees and a blue sky, unposed and dynamic Tinder photo."
